census_tract,population,poi_count,poi_diversity,poi_per_capita
360470251001,748,14,4,0.018716577553475937
360470251002,1635,5,3,0.003058103981651376
360470251003,1090,9,4,0.008256880743119267
360470252001,856,10,4,0.011682243002336449
360470252002,1485,10,7,0.006734006740740741
360470252003,1464,3,3,0.0020491803346994533
360470252004,1529,9,4,0.005886200137344671
360470253001,1384,6,4,0.00433526012283237
360470253002,1044,1,1,0.0009578544157088122
360470253003,383,11,7,0.02872062665796345
360470254001,1658,9,5,0.005428226785283475
360470254002,978,10,5,0.010224948885480574
360470254003,1711,6,5,0.00350672122150789
360470255001,3196,1,1,0.0003128911170212766
360470256001,1307,17,7,0.013006886006120889
360470256002,1859,7,6,0.0037654653093060785
360470257001,1208,4,3,0.003311258286423841
360470257002,530,1,1,0.001886792471698113
360470257003,704,19,9,0.02698863637784091
360470258001,1321,16,8,0.012112036343679031
360470258002,1489,6,5,0.0040295500402955
360470258003,1432,5,4,0.0034916201187150837
360470259011,1981,8,7,0.004038364467440687
360470259021,3736,2,1,0.0005353319084582441
360470260001,1006,7,5,0.006958250506958251
360470260002,622,7,6,0.011254019308681673
360470260003,1800,22,8,0.012222222227777779
360470261001,1173,3,2,0.002557544765558397
360470261002,684,7,3,0.010233918143274854
360470261003,828,3,2,0.003623188417874396
360470261004,1199,2,1,0.001668056722268557
360470261005,707,3,3,0.004243281485148515
360470262001,980,2,2,0.002040816336734694
360470262002,1424,8,6,0.00561797753511236
360470263001,1865,7,5,0.0037533512117962466
360470264001,961,15,7,0.015608740905306973
360470264002,1038,3,3,0.0028901734200385354
360470264003,1505,15,8,0.009966777415282393
360470264004,1239,3,3,0.0024213075141242936
360470265001,1416,1,1,0.0007062146963276836
360470265002,833,6,3,0.007202881164465786
360470265003,892,7,6,0.007847533643497757
360470265004,453,4,2,0.008830022097130243
360470266001,1389,5,3,0.003599712030237581
360470266002,1317,5,4,0.0037965072209567197
360470266003,901,19,10,0.02108768036625971
360470267001,667,1,1,0.0014992503898050974
360470267002,1208,6,3,0.004966887425496689
360470267003,944,8,5,0.008474576281779661
360470267004,1078,2,2,0.0018552875788497216
360470268002,1048,3,3,0.002862595429389313
360470268003,966,6,4,0.00621118013457557
360470268004,947,1,1,0.0010559662196409714
360470269001,991,3,1,0.003027245216952573
360470269002,771,10,4,0.012970168625162128
360470269003,1217,10,5,0.00821692687756779
360470270001,1245,4,4,0.0032128514136546184
360470270002,1175,5,3,0.004255319157446809
360470271001,1678,29,7,0.017282479147794995
360470271002,980,10,7,0.010204081642857145
360470272001,959,3,2,0.003128258613138686
360470272002,1699,2,1,0.0011771630429664509
360470272003,1026,2,2,0.0019493177485380116
360470273001,849,3,1,0.0035335689163722025
360470273002,438,7,5,0.0159817351826484
360470273003,1608,9,6,0.0055970149315920405
360470274001,1047,9,6,0.008595988548233048
360470274002,2037,5,4,0.002454590088365243
360470275001,1103,4,3,0.0036264732638259293
360470275002,1489,7,3,0.004701141712558764
360470275003,867,9,3,0.010380622848904269
360470275004,1041,9,5,0.008645533150816523
360470276001,1615,4,2,0.0024767801919504642
360470276002,1116,2,2,0.0017921147043010752
360470276003,1401,22,11,0.015703069243397573
360470277001,1307,5,4,0.003825554713083397
360470277003,927,5,3,0.0053937432686084145
360470277004,1464,6,4,0.004098360662568306
360470278001,1675,4,3,0.0023880597074626866
360470278002,1786,40,17,0.022396416578947368
360470279001,803,4,4,0.0049813200622665
360470279002,1323,2,2,0.0015117158049886622
360470279003,1062,2,1,0.0018832391807909604
360470279004,869,4,3,0.0046029919562715765
360470280002,870,18,7,0.020689655183908046
360470281002,1875,3,3,0.0016000000053333332
360470281003,1106,29,11,0.026220614837251358
360470282001,1390,2,2,0.001438848928057554
360470282002,1322,10,5,0.007564296527987898
360470282003,533,6,4,0.011257035666041276
360470283001,1266,6,4,0.004739336500789889
360470283002,1520,5,2,0.0032894736907894736
360470283003,1356,3,2,0.0022123893879056047
360470284002,1233,23,9,0.0186536901946472
360470284003,1411,32,9,0.022678951105598866
360470285011,432,29,12,0.06712962965277779
360470285021,2749,2,1,0.0007275372899236086
360470286002,989,3,2,0.00303336704752275
360470286003,760,2,2,0.002631578960526316
360470286004,1147,12,7,0.010462074986922407
360470286005,955,8,4,0.008376963361256545
360470287001,1109,31,6,0.02795311091974752
360470287002,392,2,2,0.005102040841836734
360470287003,1185,7,4,0.0059071730042194095
360470288001,1221,4,3,0.0032760032841932843
360470288002,904,22,6,0.024336283196902654
360470288003,1455,18,7,0.012371134027491409
360470289001,808,17,7,0.02103960397277228
360470289002,1034,3,1,0.002901353974854932
360470289003,624,3,3,0.004807692323717949
360470289004,1094,3,2,0.0027422303564899452
360470290001,1202,4,2,0.0033277870299500832
360470290002,1036,2,2,0.00193050194015444
360470290003,1750,52,15,0.02971428572
360470291001,1220,6,3,0.004918032795081967
360470291002,870,3,2,0.0034482758735632185
360470292001,1158,11,6,0.009499136450777202
360470292002,1656,17,10,0.010265700489130435
360470293001,570,2,2,0.003508771947368421
360470293002,1086,4,2,0.003683241261510129
360470293003,1013,3,3,0.0029615005034550838
360470293004,750,4,3,0.005333333346666667
360470294001,2460,22,13,0.00894308943495935
360470295001,390,6,3,0.01538461541025641
360470295002,1439,8,4,0.005559416268241835
360470295003,1084,11,3,0.010147601485239853
360470295004,947,1,1,0.0010559662196409714
360470296001,1772,5,3,0.002821670434537246
360470296002,1115,37,12,0.033183856511210766
360470296003,1473,15,8,0.010183299395790903
360470296004,1085,3,3,0.0027649769677419354
360470297001,1187,9,4,0.007582139856781803
360470297002,1719,10,7,0.005817335666084934
360470297003,1292,8,4,0.006191950472136223
360470298001,1516,5,4,0.0032981530408970976
360470298002,1092,16,10,0.014652014661172162
360470298003,1428,20,6,0.01400560224789916
360470299001,1554,16,8,0.010296010302445303
360470299002,1237,5,4,0.0040420371948261926
360470300001,1798,12,4,0.006674082319243604
360470300002,2212,17,12,0.007685352626582279
360470301001,938,8,5,0.008528784658848616
360470301002,695,8,4,0.011510791381294965
360470301003,988,7,5,0.007085020253036437
360470302001,1276,6,5,0.004702194365203762
360470302002,2039,3,1,0.0014713094703285923
360470302003,1146,2,1,0.0017452007068062827
360470303001,2307,4,4,0.0017338534937147811
360470303002,1173,8,7,0.006820119360613812
360470303003,1839,5,3,0.002718868955954323
360470304001,1639,14,7,0.008541793782794387
360470304002,1235,3,2,0.002429149805668016
360470304003,1014,4,3,0.003944773185404339
360470305001,611,38,15,0.06219312603927987
360470305002,1754,11,5,0.006271379709236032
360470305003,1918,9,3,0.004692387909280501
360470305004,1759,12,7,0.006822057993177942
360470306001,1955,6,4,0.003069053713554987
360470307001,1655,2,1,0.0012084592205438066
360470307002,1339,1,1,0.000746825997012696
360470307003,1433,20,8,0.013956734131193301
360470308001,1903,13,8,0.006831318975302155
360470309001,1247,18,10,0.014434643151563753
360470309002,774,9,6,0.011627906989664084
360470311001,786,1,1,0.0012722646437659032
360470311002,1130,6,2,0.005309734522123894
360470311003,1056,5,4,0.004734848494318182
360470313001,975,6,5,0.006153846164102564
360470313002,660,2,1,0.0030303030454545453
360470313003,2162,2,1,0.0009250693848288622
360470313004,860,7,5,0.008139534895348837
360470314001,1084,1,1,0.0009225092343173432
360470314002,970,2,2,0.002061855680412371
360470314003,886,3,2,0.003386004525959368
360470314004,1821,8,6,0.004393190560131796
360470315001,1098,7,3,0.006375227695810564
360470315002,1661,8,2,0.004816375683323299
360470315003,1460,16,5,0.010958904116438357
360470315004,1015,9,4,0.008866995083743843
360470317011,1632,12,4,0.00735294118259804
360470317012,1038,9,4,0.008670520240847785
360470317013,821,20,8,0.02436053594397077
360470317021,1622,11,5,0.006781750930949446
360470317022,1003,11,8,0.010967098713858425
360470317023,1108,14,5,0.012635379070397112
360470319001,1825,14,7,0.0076712328821917815
360470319002,896,2,1,0.0022321428683035713
360470319003,1120,17,11,0.015178571437500002
360470321001,1667,15,6,0.008998200365926814
360470321002,787,16,6,0.020330368500635326
360470321003,1531,5,4,0.0032658393272371
360470321004,2021,5,5,0.002474022765957447
360470323001,1558,1,1,0.0006418485301668805
360470323002,1277,9,5,0.007047768214565388
360470323003,988,8,6,0.008097166002024292
360470325001,1069,12,7,0.011225444349859682
360470325002,1193,9,5,0.007544006714165969
360470325003,4276,4,4,0.0009354536973807296
360470326001,636,16,9,0.025157232720125787
360470326002,1914,6,6,0.0031347962434691745
360470326003,1710,7,5,0.004093567257309942
360470326004,1421,7,4,0.004926108381421534
360470326005,1486,4,4,0.0026917900471063257
360470327001,724,6,5,0.008287292831491712
360470327002,1115,7,6,0.006278026914798206
360470327003,670,18,8,0.026865671656716418
360470328001,632,6,5,0.009493670901898734
360470328002,664,8,6,0.01204819278614458
360470328003,718,1,1,0.0013927576740947075
360470329001,1535,3,3,0.0019543974006514656
360470329002,1458,1,1,0.0006858710631001371
360470329003,1453,11,10,0.007570543709566415
360470329004,1551,14,6,0.009026434564796905
360470330001,2369,4,4,0.0016884761544955678
360470330003,1736,3,2,0.0017281106048387096
360470331001,958,3,2,0.003131524018789144
360470331002,2306,12,7,0.0052038161361665225
360470331003,794,4,3,0.00503778338790932
360470333001,1187,5,4,0.004212299924178602
360470333002,2276,11,6,0.004833040426186292
360470333003,1273,7,4,0.005498821688923802
360470335001,1242,2,2,0.0016103059661835748
360470335002,803,7,5,0.008717310099626402
360470335003,988,11,7,0.011133603248987855
360470336002,575,3,3,0.00521739132173913
360470337001,1299,8,7,0.006158583533487298
360470337002,1078,16,9,0.01484230056586271
360470337003,1721,10,5,0.005810575252760024
360470339001,1597,3,3,0.0018785222354414527
360470339002,1109,14,4,0.01262398558160505
360470339003,1249,11,6,0.008807045644515614
360470340001,1446,1,1,0.0006915629391424619
360470340002,728,2,2,0.002747252760989011
360470341001,855,4,4,0.004678362584795322
360470341002,856,1,1,0.0011682243107476635
360470341003,1056,1,1,0.0009469697064393938
360470342001,1579,10,7,0.006333122235592147
360470342002,1099,9,6,0.008189262975432212
360470342003,2006,3,2,0.0014955134646061814
360470342004,1154,5,3,0.004332755641247833
360470343001,3346,2,1,0.0005977286341900777
360470343002,531,10,3,0.01883239173258004
360470343003,932,9,7,0.009656652371244636
360470345001,1592,4,3,0.0025125628203517586
360470345002,1596,7,7,0.004385964918546366
360470347001,799,3,2,0.00375469337922403
360470347002,917,5,4,0.005452562715376226
360470347003,1660,6,3,0.0036144578373493975
360470348001,1214,70,16,0.057660626037891266
360470348002,1269,28,9,0.022064617817178882
360470349001,1372,17,10,0.01239067056122449
360470349002,1457,19,10,0.013040494172958134
360470349003,1920,12,5,0.006250000005208334
360470349004,1183,2,2,0.0016906170836855452
360470350002,1122,15,6,0.013368983966131908
360470351001,1058,21,9,0.01984877127599244
360470351002,1347,15,4,0.011135857468448404
360470351003,1875,15,7,0.008000000005333335
360470352001,1012,37,7,0.03656126483201581
360470353001,1632,7,2,0.004289215692401961
360470353002,1473,2,2,0.0013577732586558045
360470353003,1798,2,2,0.0011123470578420468
360470354001,2078,8,7,0.0038498556352261795
360470354002,2140,19,10,0.008878504677570094
360470354003,1123,1,1,0.0008904719590382903
360470355001,1660,10,8,0.006024096391566265
360470355002,2194,4,4,0.0018231540610756608
360470355003,1806,8,5,0.004429678853820599
360470356011,2683,8,4,0.0029817368654491243
360470356021,683,3,2,0.00439238654465593
360470356022,2493,4,2,0.0016044925832330525
360470356023,1833,6,4,0.0032733224277141297
360470357001,2494,4,3,0.001603849242181235
360470359001,1680,3,3,0.0017857142916666666
360470359002,1190,4,3,0.003361344546218487
360470359003,1570,6,4,0.0038216560573248407
360470359004,794,3,2,0.0037783375440806045
360470360011,915,6,3,0.00655737706010929
360470360012,825,4,4,0.0048484848606060605
360470360013,1183,14,6,0.011834319535080306
360470360021,1918,19,11,0.00990615224713243
360470360022,2144,20,8,0.009328358213619404
360470361001,607,2,2,0.0032948929324546953
360470361002,1080,13,8,0.012037037046296297
360470361003,934,8,4,0.008565310503211992
360470362001,1515,36,11,0.023762376244224424
360470362002,971,12,6,0.012358393419155511
360470362003,885,30,10,0.033898305096045196
360470363001,547,7,3,0.012797074972577696
360470363002,1240,6,4,0.004838709685483871
360470363003,1434,1,1,0.0006973500767085076
360470363004,696,2,1,0.0028735632327586205
360470364001,1335,18,8,0.013483146074906367
360470364002,902,13,6,0.014412416862527717
360470365011,2077,5,4,0.0024073182522869525
360470365012,681,5,3,0.0073421439207048455
360470365021,1280,12,10,0.0093750000078125
360470366001,1637,13,6,0.007941356145387905
360470366002,1752,14,5,0.00799086758561644
360470366003,1606,9,6,0.0056039850622665015
360470367001,994,5,4,0.005030181096579477
360470367002,302,4,3,0.013245033145695364
360470369001,1269,6,5,0.0047281323955870765
360470369002,1467,9,5,0.006134969331970008
360470369003,1102,4,3,0.003629764074410163
360470369004,1666,9,4,0.0054021608703481395
360470370001,1326,6,4,0.0045248868853695326
360470370002,917,6,5,0.006543075256270447
360470370003,1230,4,3,0.0032520325284552845
360470370004,830,6,5,0.007228915674698795
360470371001,926,1,1,0.001079913617710583
360470371002,1040,3,3,0.0028846153942307692
360470371003,648,1,1,0.0015432098919753085
360470371005,641,2,2,0.0031201248205928235
360470373001,886,15,6,0.016930022584650112
360470373003,1065,3,3,0.0028169014178403757
360470373004,1259,4,4,0.0031771247100873708
360470374011,1877,4,3,0.0021310602077783698
360470374012,1382,2,2,0.001447178010130246
360470374013,1005,7,3,0.006965174139303482
360470374021,1633,20,11,0.01224739743417024
360470374022,1241,4,3,0.003223207099113618
360470374024,1001,2,2,0.001998002007992008
360470375001,746,2,2,0.0026809651608579086
360470375002,1313,24,12,0.018278750959634427
360470375003,1111,6,4,0.0054005400630063
360470377001,823,5,2,0.006075334155528554
360470377002,1064,4,3,0.0037593985056390976
360470377003,803,4,2,0.0049813200622665
360470377004,1323,7,4,0.00529100529856387
360470379001,779,8,4,0.010269576392811298
360470379002,1527,7,5,0.004584151938441389
360470379003,1267,7,6,0.005524861886345698
360470381001,1500,5,1,0.00333333334
360470381002,2058,2,1,0.0009718173032069971
360470381003,787,9,7,0.011435832287166455
360470381004,842,6,3,0.007125890748218527
360470382001,1147,5,5,0.0043591979163034
360470382002,2953,1,1,0.0003386386759227904
360470382003,1793,1,1,0.000557724489682097
360470383001,1112,2,1,0.0017985611600719424
360470383002,1049,5,3,0.004766444242135367
360470383003,1382,3,3,0.002170767011577424
360470383004,856,9,3,0.010514018703271028
360470385001,849,4,1,0.004711425217903416
360470385002,469,2,2,0.004264392345415778
360470385003,1244,4,2,0.003215434091639871
360470385004,900,6,3,0.006666666677777777
360470386001,1819,28,14,0.015393073122594832
360470386002,1887,15,8,0.007949125601483838
360470387001,628,15,9,0.023885350334394907
360470387002,1523,5,4,0.003282994097176625
360470387003,1119,1,1,0.0008936550580875782
360470387004,1077,2,2,0.0018570102228412256
360470388002,1240,5,5,0.004032258072580645
360470388003,729,13,6,0.017832647475994515
360470388004,597,1,1,0.0016750418927973197
360470389001,1464,20,13,0.013661202192622951
360470389002,741,9,5,0.012145749001349529
360470389003,858,14,4,0.01631701632867133
360470390001,1280,10,8,0.0078125000078125
360470391001,1565,10,6,0.0063897763642172525
360470391002,1592,9,4,0.005653266337939699
360470392001,1096,18,11,0.016423357673357664
360470392002,1764,14,7,0.007936507942176872
360470393001,1223,2,2,0.0016353229844644317
360470393002,1154,18,13,0.015597920285961872
360470393003,1295,18,9,0.013899613907335908
360470394001,653,29,12,0.04441041349157734
360470394002,977,6,5,0.006141248730808598
360470394003,836,4,3,0.004784689007177033
360470395001,2071,3,1,0.001448575572187349
360470395002,1608,14,8,0.008706467667910448
360470395003,680,6,3,0.008823529426470588
360470396001,732,8,5,0.010928961762295084
360470396002,1296,5,3,0.003858024699074074
360470397001,1189,8,5,0.0067283431539108506
360470397002,917,6,4,0.006543075256270447
360470397003,1352,11,9,0.008136094681952663
360470398001,1438,33,15,0.02294853964534075
360470398002,1391,11,7,0.007907979877785767
360470399001,1462,5,3,0.0034199726470588235
360470399002,889,1,1,0.001124859403824522
360470399003,1083,2,2,0.0018467220775623269
360470400001,1315,17,10,0.012927756661596958
360470400002,760,8,4,0.01052631580263158
360470400003,1250,20,9,0.016000000008
360470401001,985,2,2,0.0020304568629441622
360470401002,1095,7,4,0.006392694073059361
360470401003,1117,7,3,0.006266786042972247
360470402001,1296,10,6,0.007716049390432099
360470402002,1453,20,7,0.013764624920853407
360470403001,919,5,4,0.005440696420021763
360470403002,1395,9,6,0.006451612910394266
360470403003,1456,8,4,0.005494505501373627
360470404001,1232,2,2,0.0016233766314935065
360470404002,1111,10,7,0.009000900099009902
360470405001,966,9,6,0.009316770196687372
360470405002,624,5,5,0.008012820528846153
360470406003,1171,1,1,0.0008539709735269001
360470408001,875,6,4,0.006857142868571428
360470408002,944,3,3,0.0031779661122881353
360470408003,1572,5,5,0.0031806615839694657
360470409001,1608,4,4,0.002487562195273632
360470409002,1002,8,4,0.007984031946107785
360470409003,1053,2,1,0.0018993352421652421
360470410001,775,1,1,0.001290322593548387
360470410002,1112,3,2,0.002697841735611511
360470411001,1115,5,5,0.004484304941704036
360470411002,1018,1,1,0.0009823182809430254
360470411003,1025,1,1,0.0009756097658536585
360470412001,1484,25,11,0.016846361192722373
360470412002,1657,5,4,0.0030175015147857575
360470413001,1131,5,4,0.00442086649867374
360470413002,1540,1,1,0.0006493506558441558
360470413003,1546,1,1,0.0006468305368693401
360470414011,826,16,9,0.01937046006053269
360470414022,871,3,2,0.003444316888633754
360470415001,1903,4,3,0.002101944303730951
360470415002,1570,3,3,0.0019108280318471337
360470415003,838,4,3,0.0047732697016706445
360470416001,1782,4,4,0.0022446689169472503
360470416002,750,3,3,0.004000000013333334
360470417001,367,1,1,0.002724795667574932
360470417002,584,2,2,0.0034246575513698627
360470417003,1211,5,4,0.00412881916597853
360470418001,1341,27,7,0.020134228195376587
360470418002,1372,10,8,0.00728862974489796
360470419001,1886,8,5,0.004241781553552492
360470419002,1197,2,1,0.001670843784461153
360470419003,732,2,2,0.002732240450819672
360470420001,561,10,4,0.017825311960784317
360470420002,1135,32,12,0.028193832607929518
360470421001,1045,2,2,0.0019138756076555023
360470421002,786,5,4,0.006361323167938931
360470421003,945,7,3,0.007407407417989418
360470421004,1443,1,1,0.0006930006999306999
360470422001,923,6,5,0.006500541722643554
360470422002,1675,36,13,0.021492537319402986
360470422003,903,10,5,0.011074197131782947
360470423001,2312,16,6,0.006920415229238755
360470423002,1530,12,3,0.00784313726143791
360470423003,876,5,4,0.005707762568493151
360470424001,929,18,9,0.019375672777179765
360470424002,1428,4,3,0.002801120455182073
360470424003,1429,8,5,0.005598320510846746
360470425001,1240,2,2,0.0016129032338709677
360470425002,548,7,2,0.012773722645985402
360470425003,1144,9,5,0.007867132875874127
360470426001,1148,23,8,0.020034843214285714
360470426002,1791,19,8,0.010608598553880515
360470426003,1292,5,4,0.003869969047987616
360470427001,1186,15,6,0.01264755481450253
360470427002,2050,16,6,0.007804878053658537
360470427003,1473,10,3,0.006788866266123558
360470427004,787,14,5,0.01778907243964422
360470428001,1325,7,2,0.005283018875471698
360470428002,1325,6,5,0.0045283018943396225
360470428003,1114,10,8,0.008976660691202874
360470429001,1317,15,7,0.011389521647684132
360470429002,1839,16,6,0.00870038064709081
360470429003,1049,15,8,0.014299332707340325
360470429004,1606,15,6,0.009339975099626401
360470430001,914,8,6,0.00875273524070022
360470430002,1259,5,3,0.003971405885623511
360470430003,1232,13,7,0.010551948060064936
360470431001,1081,17,9,0.015726179472710454
360470431002,821,19,8,0.023142509147381245
360470431003,1373,10,6,0.007283321201747997
360470431004,2127,11,8,0.005171603201692525
360470432001,1560,9,5,0.005769230775641026
360470432002,1966,15,10,0.007629704989827061
360470432003,1204,10,5,0.00830564784883721
360470433001,1100,6,4,0.0054545454636363636
360470433002,924,26,9,0.02813852814935065
360470433003,2279,9,5,0.003949100487055726
360470434001,1162,6,3,0.005163511196213425
360470434003,1272,10,7,0.007861635227987423
360470435001,1720,7,2,0.0040697674476744185
360470435002,1567,5,3,0.003190810472239949
360470435003,1731,5,4,0.002888503760831889
360470436002,1043,21,10,0.02013422819750719
360470437001,1537,4,2,0.0026024723552374755
360470437002,1306,9,3,0.0068912710643185306
360470437003,1501,7,4,0.00466355763491006
360470437004,1560,2,2,0.0012820512884615385
360470438001,929,2,2,0.002152852540365985
360470438002,1664,13,8,0.007812500006009616
360470439001,1236,26,12,0.021035598713592233
360470439002,1640,4,3,0.0024390243963414633
360470439003,1095,35,13,0.031963470328767125
360470440001,1019,4,3,0.003925417085377822
360470440002,921,2,2,0.002171552671009772
360470440003,949,16,8,0.016859852486828242
360470441001,2203,22,7,0.00998638221062188
360470441002,1865,8,6,0.004289544241286864
360470441003,1890,2,1,0.0010582010634920635
360470442001,2025,5,4,0.0024691358074074073
360470442002,1010,2,1,0.0019801980297029704
360470443001,1182,7,4,0.005922165829103215
360470443002,1644,10,5,0.0060827250669099765
360470443003,1531,24,9,0.0156760287459177
360470443004,1057,16,8,0.015137180709555347
360470444001,1606,5,3,0.0031133250373599004
360470444002,1026,12,7,0.011695906442495128
360470444003,798,2,2,0.0025062656766917293
360470445001,1523,24,9,0.015758371641497047
360470445002,1880,15,8,0.007978723409574468
360470445003,1636,8,5,0.004889975556234719
360470446001,1112,13,12,0.011690647491007195
360470446002,1069,3,3,0.002806361094480823
360470447001,1603,23,7,0.014348097323767935
360470447002,915,26,5,0.028415300557377052
360470448001,603,6,4,0.009950248772802654
360470448002,1213,11,6,0.00906842539983512
360470449001,254,2,2,0.007874015787401574
360470449002,2458,1,1,0.00040683482912937346
360470449003,703,14,7,0.019914651507823615
360470449004,53,74,23,1.3962264152830188
360470450001,514,7,3,0.01361867706225681
360470452001,1563,5,3,0.0031989763339731287
360470452002,1276,6,3,0.004702194365203762
360470453001,1367,24,11,0.01755669349670812
360470453002,970,32,11,0.032989690731958767
360470454001,1114,27,14,0.024236983850987433
360470454002,722,3,3,0.004155124667590028
360470456001,1004,26,12,0.02589641435258964
360470456002,1516,1,1,0.0006596306134564644
360470458001,883,2,1,0.0022650056738391846
360470460002,1849,17,8,0.009194159010275826
360470460003,731,1,1,0.0013679890697674418
360470462011,1458,4,3,0.002743484231824417
360470462012,1248,11,7,0.008814102572115385
360470462021,1157,2,2,0.0017286084788245462
360470462022,1144,15,9,0.013111888120629371
360470464001,1225,11,10,0.00897959184489796
360470464002,1547,2,2,0.001292824828700711
360470468001,2254,4,3,0.0017746228970718723
360470470001,1271,9,4,0.007081038560188828
360470470002,1345,9,5,0.006691449821561339
360470472001,996,2,2,0.002008032138554217
360470472002,1255,4,4,0.003187251003984064
360470472003,654,6,3,0.009174311941896024
360470474001,1660,11,5,0.006626506030120482
360470474002,1089,7,4,0.006427915528007346
360470476001,1043,11,8,0.010546500488974113
360470476002,1277,9,8,0.007047768214565388
360470476003,1227,6,5,0.004889975558272208
360470477001,1370,6,3,0.0043795620510948905
360470477002,2274,14,7,0.006156552335092349
360470478001,943,24,15,0.025450689300106046
360470478002,1423,1,1,0.0007027406957132818
360470478003,2125,5,5,0.0023529411811764704
360470480001,1403,20,9,0.014255167505345688
360470480002,2648,12,8,0.0045317220581571
360470481001,527,3,3,0.00569259963946869
360470481002,753,5,3,0.006640106254980079
360470481003,1698,5,4,0.0029446407597173143
360470482001,1416,10,7,0.007062146899717515
360470482002,664,16,3,0.024096385557228917
360470482003,1834,9,5,0.004907306439476554
360470482004,1402,3,3,0.0021398002924393725
360470484001,2184,10,6,0.004578754583333334
360470484002,1873,9,3,0.004805125472504005
360470484003,2089,8,2,0.003829583537577789
360470485001,1101,33,14,0.029972752052679383
360470485002,1753,37,12,0.021106674278379922
360470486001,1198,22,11,0.0183639399081803
360470486002,1212,11,7,0.009075907599009902
360470486003,890,17,11,0.019101123606741575
360470488001,801,8,6,0.00998751561797753
360470488002,2016,3,3,0.0014880952430555555
360470488003,1296,5,4,0.003858024699074074
360470489001,1617,1,1,0.0006184291960420531
360470490001,2632,9,7,0.003419452891337386
360470490002,2343,11,7,0.004694835685019207
360470490003,1273,9,4,0.007069913597800472
360470491002,534,40,15,0.0749063670599251
360470491003,1922,33,8,0.017169614989594174
360470491004,1635,2,2,0.0012232415963302752
360470492001,940,11,6,0.011702127670212767
360470492002,1425,21,9,0.014736842112280702
360470492003,928,19,10,0.020474137941810345
360470493001,1803,4,2,0.002218524686633389
360470493002,1468,14,7,0.009536784747956405
360470493003,773,18,5,0.02328589910737387
360470493004,1384,2,2,0.0014450867124277456
360470493005,2256,14,6,0.006205673763297873
360470494001,1563,2,2,0.001279590537428023
360470494002,1554,2,2,0.0012870012934362933
360470494003,1817,2,2,0.0011007154705558614
360470494004,940,8,3,0.00851063830851064
360470495001,1012,24,7,0.02371541502964427
360470495002,1032,30,11,0.029069767451550387
360470495003,855,28,10,0.03274853802339182
360470496001,1927,28,11,0.014530358074727556
360470496002,1142,13,5,0.011383537661996498
360470496003,1121,7,4,0.006244424629794826
360470497001,915,19,9,0.020765027333333335
360470497002,836,32,11,0.03827751197368421
360470497003,1087,21,5,0.019319227240110395
360470498001,1460,14,11,0.009589041102739726
360470498002,2029,1,1,0.0004928536274026614
360470498003,1023,7,3,0.006842619755620723
360470499001,716,7,6,0.009776536326815643
360470499002,1050,10,7,0.009523809533333333
360470500001,841,13,6,0.015457788359096315
360470500002,1036,15,8,0.014478764488416989
360470500003,1817,4,3,0.002201430935608145
360470501001,1117,5,4,0.004476275747538048
360470501002,937,7,6,0.007470651024546425
360470501003,951,17,5,0.017875920094637225
360470502021,1223,10,4,0.0081766148896157
360470502022,1083,15,6,0.013850415521698986
360470503001,688,14,4,0.02034883722383721
360470503002,637,24,9,0.03767660912087912
360470503003,1083,22,5,0.020313942760849493
360470504001,1061,6,5,0.0056550424222431665
360470504002,1288,9,6,0.006987577647515528
360470504003,2166,18,5,0.00831024931209603
360470505001,1506,3,2,0.0019920318791500666
360470505002,1125,14,5,0.012444444453333333
360470505003,1765,16,7,0.009065155813031162
360470506001,1369,9,4,0.006574141716581447
360470506002,1231,15,7,0.012185215280259952
360470506003,1767,13,3,0.0073571024391624225
360470506004,1249,20,8,0.016012810256204966
360470507001,2523,29,12,0.011494252877526754
360470508011,1383,5,5,0.003615329002169197
360470508012,2857,16,8,0.005600280017500876
360470508031,2338,31,13,0.013259195898203593
360470508041,1334,4,3,0.002998500757121439
360470508043,2636,1,1,0.0003793626745068285
360470509001,1577,8,4,0.0050729232783766655
360470509002,2911,1,1,0.00034352456544142903
360470510012,2436,15,10,0.006157635472085386
360470510021,1998,22,9,0.011011011016016016
360470510022,1375,12,5,0.008727272734545455
360470510023,1468,1,1,0.000681198916893733
360470511001,1466,5,4,0.003410641207366985
360470511002,1025,9,5,0.008780487814634147
360470511003,1399,4,3,0.0028591851393852752
360470512001,1624,10,4,0.006157635474137932
360470512003,1571,2,2,0.0012730744812221514
360470513001,1111,31,6,0.027902790288028802
360470513002,1385,13,6,0.00938628159566787
360470513003,1324,28,12,0.021148036261329307
360470513004,936,6,3,0.006410256420940171
360470514001,1327,8,6,0.006028636028636022
360470514002,2405,5,4,0.002079002083160083
360470514004,1951,8,6,0.00410046130702204
360470515001,1626,25,14,0.015375153757687577
360470516011,1489,1,1,0.0006715916789791806
360470516012,1347,1,1,0.0007423905048255381
360470516013,2697,11,6,0.004078605862068966
360470516021,2062,4,3,0.001939864214354995
360470516022,2200,18,8,0.008181818186363637
360470517001,622,28,10,0.045016077186495175
360470517002,1485,22,10,0.014814814821548823
360470518001,807,4,3,0.004956629504337051
360470518002,1328,12,7,0.009036144585843375
360470518003,1094,5,3,0.004570383921389397
360470519001,2076,19,8,0.0091522158044316
360470519002,1453,25,9,0.01720578114934618
360470519003,1263,52,14,0.04117181315122724
360470520001,1566,20,8,0.012771392088122606
