census_tract,population,poi_count,poi_diversity,poi_per_capita
360810183002,1021,3,2,0.0029382957982370225
360810183003,1229,12,9,0.009764035809601302
360810183004,2221,28,7,0.012606933818099955
360810183005,1156,44,15,0.03806228374567474
360810184011,2147,8,3,0.0037261294876571966
360810184021,1356,6,5,0.004424778768436578
360810184022,1084,2,2,0.001845018459409594
360810185011,974,5,4,0.005133470236139631
360810185012,1447,2,2,0.0013821700138217001
360810185013,1356,8,3,0.005899705022123895
360810185021,740,1,1,0.0013513513648648649
360810185022,1778,4,2,0.002249718790776153
360810185023,973,22,10,0.02261048305241521
360810187001,1146,2,2,0.0017452007068062827
360810187003,790,2,2,0.002531645582278481
360810188001,1493,1,1,0.0006697923710649698
360810189001,1073,4,3,0.0037278658061509783
360810189002,1665,4,3,0.0024024024084084083
360810189003,804,3,3,0.0037313432960199002
360810190001,1224,15,6,0.012254901968954249
360810192001,961,1,1,0.00104058273673257
360810196001,1602,5,3,0.0031210986329588014
360810196002,1275,3,2,0.0023529411843137256
360810198001,839,6,5,0.007151370691299165
360810198002,1241,3,2,0.0024174053263497177
360810199001,355,49,16,0.1380281690422535
360810199002,533,40,15,0.07504690433395872
360810202001,1675,4,4,0.0023880597074626866
360810204001,1117,19,10,0.01700984781557744
360810204002,1190,2,2,0.0016806722773109242
360810205001,190,23,11,0.12105263163157895
360810206001,1930,14,7,0.007253886015544042
360810208001,1867,8,5,0.0042849491215854315
360810208002,980,41,15,0.041836734704081634
360810212001,840,48,19,0.0571428571547619
360810212002,1462,14,8,0.009575923399452804
360810214001,3009,5,3,0.001661681625124626
360810214002,1839,33,14,0.0179445350788472
360810214003,2119,39,12,0.01840490798017933
360810216001,1840,40,15,0.021739130440217393
360810216002,1361,3,3,0.0022042615797207934
360810216003,1282,6,5,0.004680187215288611
360810219001,4,29,20,7.2500000025
360810220011,254,3,2,0.011811023661417322
360810220012,2498,1,1,0.0004003202602081665
360810220013,1471,3,3,0.002039428966689327
360810220021,806,3,1,0.0037220843796526054
360810220023,2678,2,1,0.0007468259932785661
360810220024,1526,19,12,0.012450851906946265
360810229001,0,12,8,1e-08
360810230001,1089,11,8,0.010101010110192838
360810230002,1185,2,1,0.0016877637215189872
360810232001,992,2,1,0.0020161290423387095
360810232002,1860,2,2,0.0010752688225806452
360810232003,2419,4,4,0.0016535758619264159
360810235001,3085,3,3,0.0009724473290113452
360810235002,2444,15,6,0.006137479545826515
360810235003,2452,4,3,0.0016313213743882544
360810235004,862,30,12,0.034802784234338746
360810236001,1463,27,9,0.01845522898838004
360810236002,1461,15,7,0.010266940458590007
360810238001,654,9,4,0.013761467905198778
360810238002,1494,25,10,0.01673360107764391
360810238004,911,4,2,0.004390779374313941
360810240001,2003,34,12,0.016974538197703445
360810240002,2058,18,12,0.008746355689990283
360810240003,2341,11,6,0.004698846651003845
360810243001,799,1,1,0.0012515644680851064
360810243002,1956,1,1,0.0005112474488752556
360810243003,2222,8,4,0.0036003600405040506
360810243004,1369,11,6,0.008035062096420745
360810245001,1931,9,8,0.00466079751941999
360810245002,1387,1,1,0.0007209805407354001
360810245003,911,13,7,0.014270032941822174
360810245004,1541,1,1,0.0006489292731992213
360810246001,0,3,3,1e-08
360810247001,1504,7,5,0.0046542553257978726
360810249001,2832,7,6,0.0024717514159604517
360810249002,1030,4,3,0.003883495155339806
360810249003,1181,21,8,0.017781541075359866
360810251001,2164,12,8,0.0055452865110905735
360810251002,1058,4,3,0.0037807183459357277
360810251003,1658,14,7,0.008443908329312425
360810251004,1239,6,4,0.0048426150201775625
360810253011,798,4,2,0.00501253134085213
360810253012,1067,14,8,0.013120899728209935
360810253013,794,24,11,0.030226700264483628
360810253014,1239,10,5,0.008071025028248588
360810253021,2050,12,4,0.005853658541463415
360810253022,1003,23,12,0.02293120639082752
360810254001,1291,7,5,0.005422153377226956
360810254002,1535,6,5,0.0039087947947882735
360810254003,2114,1,1,0.0004730369016083254
360810254004,902,1,1,0.0011086474611973391
360810254005,2228,10,4,0.004488330345601437
360810254006,1085,2,2,0.0018433179815668201
360810255001,1471,22,10,0.014955812379333787
360810257001,1419,15,11,0.010570824531360113
360810258001,1192,15,11,0.012583892625838927
360810258002,1213,2,1,0.0016488046248969497
360810259001,2175,12,5,0.005517241383908046
360810259002,1349,38,10,0.028169014091919943
360810260001,994,10,5,0.010060362183098592
360810260002,1431,3,3,0.00209643606568833
360810261001,1542,8,3,0.005188067451361868
360810261002,1636,2,2,0.0012224938936430318
360810261003,2302,3,2,0.0013032146003475239
360810261004,1659,44,16,0.026522001211573238
360810262001,1167,4,2,0.0034275921251071123
360810263001,1307,9,5,0.006885998477429228
360810263002,4421,31,7,0.007011988240217146
360810263003,1052,6,4,0.005703422062737643
360810264001,1185,4,3,0.0033755274345991563
360810264002,1458,2,2,0.0013717421193415638
360810265001,1365,41,11,0.030036630043956045
360810265002,2848,4,4,0.0014044943855337079
360810266001,1907,9,7,0.004719454646040903
360810267001,2989,16,9,0.005352960859819338
360810267002,1066,15,8,0.0140712945684803
360810267003,2174,36,13,0.016559337631094757
360810269011,1680,44,14,0.026190476196428572
360810269012,1513,3,3,0.0019828156047587576
360810269013,1261,1,1,0.0007930214195083267
360810269014,698,24,9,0.034383954169054445
360810269021,2725,19,8,0.0069724770678899085
360810269022,1638,7,2,0.004273504279609279
360810270001,1999,6,4,0.0030015007553776886
360810271001,796,15,5,0.018844221118090452
360810271003,2275,2,2,0.0008791208835164834
360810271004,1224,3,1,0.0024509804003267975
360810271005,2360,8,6,0.0033898305127118646
360810272001,935,4,4,0.0042780748770053474
360810272002,1449,1,1,0.0006901311318150449
360810273001,538,3,2,0.005576208197026022
360810273002,1609,2,2,0.0012430080857675574
360810273003,2308,7,5,0.003032928947140381
360810273004,1603,37,12,0.023081721777916408
360810273005,1933,11,7,0.0056906363217796175
360810274001,1722,1,1,0.0005807200987224157
360810275001,1452,2,2,0.0013774104752066116
360810275002,2557,3,3,0.0011732499061400078
360810275003,2898,59,16,0.020358868188405797
360810276001,1198,5,5,0.004173622712854758
360810277001,322,1,1,0.0031055900931677015
360810277002,1574,12,3,0.007623888189326557
360810277004,1006,16,9,0.015904572574552685
360810277005,1824,12,7,0.00657894737390351
360810278001,572,3,3,0.005244755262237762
360810278002,1796,3,2,0.0016703786247216036
360810279001,982,11,7,0.01120162933808554
360810279002,3404,6,3,0.0017626322003525263
360810279003,1710,22,6,0.012865497081871345
360810279004,445,3,3,0.006741573056179775
360810280001,1926,5,4,0.002596054003115265
360810281001,1041,13,6,0.0124879923246878
360810281002,1545,4,2,0.002588996770226537
360810281003,815,7,6,0.008588957067484663
360810281004,1061,18,5,0.01696512724787936
360810282001,1790,12,7,0.006703910620111732
360810283001,1425,10,6,0.0070175438666666675
360810283002,1503,4,3,0.002661343985362608
360810283003,1078,32,9,0.02968460112244898
360810283004,1272,24,10,0.01886792453616352
360810283005,2168,15,6,0.006918819192804428
360810284001,2666,9,6,0.0033758439647411857
360810284002,1688,22,10,0.013033175361374409
360810285001,973,9,5,0.009249743072970195
360810285002,1284,3,3,0.002336448605919003
360810285003,890,12,5,0.013483146078651686
360810285004,2005,20,8,0.009975062349127182
360810287001,1089,7,5,0.006427915528007346
360810287002,1165,9,5,0.007725321896995709
360810287003,2558,46,13,0.01798279906567631
360810287004,1509,2,2,0.0013253810536779324
360810288001,1399,2,2,0.001429592573266619
360810288002,1190,3,3,0.002521008411764706
360810288003,848,5,4,0.0058962264268867925
360810288004,1266,3,3,0.0023696682543443916
360810289001,1222,11,4,0.009001636669394436
360810289002,1182,1,1,0.0008460236971235194
360810289003,2639,69,17,0.026146267529367183
360810291001,1293,9,4,0.006960556852281517
360810291002,2068,8,6,0.003868471958413927
360810291003,1364,9,4,0.00659824047653959
360810291004,1751,23,9,0.013135351233580811
360810293001,1109,25,12,0.022542831388638412
360810294001,1732,3,3,0.0017321016224018475
360810294002,985,8,4,0.008121827421319798
360810294003,1142,6,4,0.005253940464098074
360810294004,1035,3,2,0.0028985507342995168
360810294005,1180,8,4,0.006779661025423729
360810294006,1178,22,11,0.018675721570458406
360810295002,1814,29,13,0.015986769575523706
360810297001,1353,9,7,0.006651884708056172
360810297002,912,25,15,0.027412280712719297
360810299001,0,6,5,1e-08
360810306001,1322,10,6,0.007564296527987898
360810306002,909,10,6,0.011001100121012103
360810306003,1694,8,5,0.00472255018299882
360810306004,447,15,7,0.03355704700223714
360810309021,410,4,2,0.009756097585365853
360810309022,3017,1,1,0.00033145509115014915
360810309023,1302,1,1,0.0007680491628264209
360810309024,1730,5,4,0.0028901734161849713
360810309025,1495,4,2,0.0026755852909698995
360810309031,2952,18,11,0.0060975609789972905
360810309032,1631,22,13,0.013488657271612508
360810309033,1796,5,3,0.002783964370824053
360810309041,1766,18,10,0.010192525486976217
360810309042,1866,2,2,0.0010718113665594854
360810317001,1938,1,1,0.0005159958771929824
360810317002,1070,11,6,0.010280373841121496
360810317004,1471,4,3,0.002719238619986404
360810320001,1061,5,4,0.004712535353440151
360810320002,937,29,14,0.03094983992529349
360810320003,1750,22,9,0.012571428577142857
360810320004,1210,2,2,0.001652892570247934
360810327001,2081,2,2,0.0009610764103796252
360810327002,1728,14,5,0.008101851857638889
360810328001,1171,2,2,0.0017079419385140904
360810328002,1391,6,3,0.004313443572969087
360810329001,1970,10,5,0.005076142137055838
360810329002,1281,9,6,0.007025761131928182
360810329003,667,14,8,0.020989505262368816
360810330001,1818,7,4,0.0038503850440044004
360810330002,934,1,1,0.0010706638222698073
360810330003,1612,2,2,0.0012406947952853598
360810330005,1331,1,1,0.0007513148084147257
360810331001,0,85,13,1e-08
360810334011,1315,13,6,0.009885931566539925
360810334012,2265,9,8,0.003973509938189846
360810334021,2423,2,1,0.0008254230334296327
360810334022,1378,2,1,0.00145137881712627
360810334023,2522,1,1,0.00039651070975416336
360810334024,3142,14,9,0.004455760665181413
360810334025,2309,21,10,0.009094846258120398
360810334026,1383,12,8,0.008676789595083154
360810337002,1458,22,6,0.015089163244170097
360810339001,1508,4,3,0.002652519900530504
360810339002,959,7,5,0.007299270083420229
360810339003,890,5,2,0.005617977539325842
360810347001,1692,11,7,0.006501182039007093
360810347002,1660,4,4,0.002409638560240964
360810351001,1434,1,1,0.0006973500767085076
360810351003,1114,9,3,0.008078994622980252
360810352001,1222,28,13,0.022913256963993454
360810352002,1685,13,8,0.007715133537091989
360810353001,1290,4,2,0.0031007752015503875
360810353002,1142,13,7,0.011383537661996498
360810357001,1469,9,6,0.006126616752893125
360810357002,808,10,5,0.012376237636138616
360810357003,1543,9,4,0.005832793266364226
360810358001,529,14,11,0.026465028374291117
360810358002,1663,2,2,0.0012026458268190017
360810358003,1316,2,1,0.0015197568465045593
360810361001,1150,3,3,0.002608695660869565
360810361002,1810,4,4,0.0022099447569060775
360810363001,1093,7,5,0.006404391591948765
360810363002,921,5,4,0.005428881661237785
360810365001,1582,7,5,0.00442477876738306
360810365002,1881,12,8,0.006379585332270069
360810366001,1657,21,9,0.012673506342788172
360810366002,1691,14,8,0.00827912478415139
360810367002,2130,10,5,0.0046948356854460095
360810368001,1470,3,2,0.002040816333333333
360810368002,1032,5,4,0.00484496125
360810373001,1241,9,5,0.007252215962933119
360810373002,1422,10,6,0.0070323488115330525
360810375001,1987,25,13,0.012581781585304479
360810375002,2168,30,8,0.01383763838099631
360810376001,1125,9,4,0.00800000000888889
360810376003,1061,1,1,0.0009425070782280866
360810376004,1440,1,1,0.0006944444513888888
360810376005,1315,1,1,0.0007604562813688212
360810377001,2236,12,7,0.005366726301431127
360810377002,1556,2,1,0.0012853470501285346
360810379001,3439,7,5,0.002035475431811573
360810379002,2544,8,4,0.0031446540919811325
360810379003,1249,5,2,0.004003202570056045
360810381001,1930,8,3,0.004145077725388601
360810381002,3198,2,2,0.0006253908724202626
360810381003,2455,2,2,0.0008146639551934827
360810383011,0,35,7,1e-08
360810383021,0,39,8,1e-08
360810384001,1318,7,5,0.0053110773975720785
360810384002,1069,3,2,0.002806361094480823
360810394001,1198,14,9,0.011686143580968282
360810394002,992,1,1,0.0010080645262096773
360810394003,796,2,2,0.002512562826633166
360810398001,773,5,3,0.00646830531694696
360810399001,1458,4,2,0.002743484231824417
360810399002,966,16,8,0.016563147008281574
360810399003,1749,6,5,0.0034305317381360776
360810400001,704,7,4,0.009943181832386364
360810400002,595,1,1,0.0016806722857142856
360810401001,2920,3,3,0.0010273972636986302
360810401002,1785,17,6,0.009523809529411766
360810402001,919,11,6,0.011969532110990208
360810403001,3248,6,4,0.0018472906434729064
360810403002,1172,12,3,0.010238907858361776
360810403003,2788,3,3,0.001076040175753228
360810404002,2042,1,1,0.0004897159696376102
360810404003,489,5,4,0.010224948895705521
360810404004,1262,1,1,0.0007923930348652931
360810405001,1633,20,10,0.01224739743417024
360810405002,1658,59,13,0.03558504222557298
360810407001,1376,3,1,0.0021802325654069767
360810407003,1481,16,5,0.01080351114787306
360810407004,2257,1,1,0.0004430660212671688
360810407005,2001,9,7,0.004497751129435283
360810409001,1805,2,1,0.001108033246537396
360810409002,1794,1,1,0.0005574136064659977
360810409003,1618,7,6,0.004326328807169345
360810409004,829,6,4,0.007237635717732207
360810411001,1477,6,4,0.004062288429248477
360810411002,2458,1,1,0.00040683482912937346
360810413001,3505,11,8,0.003138373754636234
360810413002,1200,5,4,0.004166666675
360810414001,2016,3,3,0.0014880952430555555
360810414003,1671,5,3,0.002992220233393178
360810415001,2074,11,7,0.005303760853423337
360810415002,1982,5,3,0.002522704344096872
360810424001,971,2,2,0.002059732245108136
360810424002,937,2,2,0.0021344717289220917
360810426001,507,5,5,0.00986193295857988
360810427001,2041,7,7,0.0034296913326800588
360810427002,3352,11,6,0.0032816229146778045
360810432001,1403,18,11,0.012829650755523878
360810434001,1818,2,2,0.0011001100165016502
360810437011,2056,3,3,0.0014591439737354085
360810437012,1369,8,7,0.005843681526661797
360810437021,1990,11,6,0.0055276381959798995
360810437022,1562,1,1,0.0006402048719590268
360810437023,2481,3,3,0.0012091898468359532
360810439001,1908,15,6,0.007861635225366877
360810439002,2449,15,6,0.006124948962841977
360810440001,906,5,4,0.0055187638079470195
360810440002,1344,6,5,0.00446428572172619
360810440003,1516,9,6,0.005936675468337731
360810443011,1945,1,1,0.0005141388226221079
360810443012,1497,3,3,0.0020040080227120907
360810443021,1175,5,3,0.004255319157446809
360810443022,927,4,1,0.004314994617044229
360810443023,2800,22,6,0.007857142860714286
360810444001,1229,43,13,0.03498779496338487
360810444002,1341,18,10,0.01342281879940343
360810444003,612,31,16,0.0506535947875817
360810446011,1631,58,11,0.03556100552421827
360810446012,1616,44,15,0.027227722778465347
360810446021,2671,35,13,0.013103706480718832
360810446022,2172,15,12,0.0069060773526703504
360810448001,2073,8,6,0.003859141345875543
360810448002,863,1,1,0.001158748563151796
360810450001,1070,12,6,0.011214953280373833
360810450002,1113,6,4,0.00539083558849955
360810452001,1096,4,3,0.003649635045620438
360810454001,1534,31,12,0.020208604960886573
360810454002,3009,1,1,0.0003323363276836158
360810455001,1877,6,3,0.0031965903090037293
360810455002,2446,2,2,0.0008176614922322158
360810455003,4472,5,4,0.0011180679807692307
360810455004,2224,7,6,0.003147482018884892
360810455006,0,7,5,1e-08
360810456001,1368,5,4,0.0036549707675438596
360810457001,1408,1,1,0.0007102272798295454
360810457002,1625,1,1,0.0006153846215384615
360810458001,2246,20,8,0.008904719505788068
360810460001,2390,17,10,0.007112970715481172
360810460002,1666,35,14,0.02100840336734694
360810460003,1864,14,9,0.007510729619098713
360810461001,2767,27,9,0.009757860502349116
360810462001,2573,14,8,0.005441119319860086
360810462002,3135,14,10,0.004465709732057416
360810462003,2986,15,8,0.005023442736101808
360810463001,1804,4,4,0.002217294905764967
360810463002,2219,16,8,0.007210455164488509
360810464001,1685,1,1,0.0005934718160237389
360810465001,1634,26,10,0.015911872711138312
360810465002,1714,5,4,0.0029171528646441073
360810466001,2429,3,2,0.001235076167146974
360810466002,1231,43,12,0.034930950454914705
360810467001,1273,3,3,0.0023566378711704634
360810467002,2801,2,2,0.0007140307068903963
360810467003,1382,1,1,0.000723589008683068
360810467004,1309,1,1,0.000763941948051948
360810468001,1491,17,7,0.011401743802816902
360810468002,1592,6,6,0.0037688442273869347
360810469001,1513,10,6,0.00660938533377396
360810469002,1928,1,1,0.0005186722043568464
360810469003,407,3,3,0.007371007395577395
360810469004,2164,10,4,0.004621072093345656
360810469005,1848,2,1,0.0010822510876623377
360810470001,1103,10,9,0.009066183145965549
360810470002,2102,12,6,0.005708848720266413
360810471001,2392,32,9,0.013377926425585284
360810471002,2023,6,5,0.0029658922441917943
360810472001,932,1,1,0.0010729613841201715
360810472002,1531,6,5,0.0039190071913781845
360810472003,1741,8,7,0.004595060315910397
360810473001,1415,2,1,0.0014134275689045937
360810473002,1542,61,20,0.039559014273670555
360810473003,1050,1,1,0.0009523809619047619
360810475001,1699,34,13,0.02001177163625662
360810475002,2443,8,5,0.003274662304543594
360810476001,763,5,3,0.00655307996068152
360810476002,693,1,1,0.0014430014574314573
360810478001,1980,36,11,0.018181818186868686
360810478002,2282,6,3,0.0026292725723049957
360810478003,1244,31,12,0.024919614155948552
360810479001,2963,11,5,0.003712453597705029
360810479002,719,7,3,0.009735744102920723
360810479003,1488,11,6,0.007392473125000001
360810480001,1736,19,8,0.010944700466589862
360810480002,948,15,6,0.015822784820675107
360810481001,541,5,3,0.009242144195933456
360810481002,1535,1,1,0.0006514658045602606
360810481003,2275,3,2,0.001318681323076923
360810481004,1779,17,7,0.009555930303541316
360810482001,1504,15,10,0.009973404261968086
360810483001,2241,6,2,0.0026773761758143687
360810483002,2158,16,8,0.007414272479147359
360810484001,2111,3,3,0.0014211274324964472
360810484002,1018,8,7,0.007858546178781926
360810484003,1302,1,1,0.0007680491628264209
360810484004,946,10,7,0.010570824534883722
360810485001,438,24,13,0.05479452057077626
360810485002,1695,10,5,0.005899705020648968
360810485003,2487,42,10,0.016887816650583032
360810489001,993,39,13,0.039274924481369586
360810492002,486,15,9,0.03086419755144033
360810492003,2248,1,1,0.0004448398620996441
360810493011,1138,1,1,0.0008787346309314586
360810493012,776,3,1,0.0038659793943298967
360810493021,1252,36,11,0.028753993618210863
360810493022,1417,27,13,0.01905434016231475
360810495001,1343,1,1,0.0007446016455696202
360810496003,950,7,3,0.007368421063157895
360810497001,1891,1,1,0.0005288207350608143
360810497002,963,11,8,0.011422637601246106
360810499001,1776,16,9,0.00900900901463964
360810499002,1343,6,5,0.00446760983618764
360810499003,2004,3,2,0.001497005993013972
360810500001,1513,10,7,0.00660938533377396
360810500002,2849,10,6,0.0035100035135135137
360810502011,1246,3,2,0.002407704662921348
360810504001,1198,2,2,0.0016694490901502503
360810504002,723,9,5,0.012448132793914247
360810505001,1467,1,1,0.0006816632651670075
360810506001,726,7,5,0.00964187329201102
360810506002,926,2,1,0.00215982722462203
360810507001,1966,2,2,0.001017294003051882
360810507002,1977,6,4,0.0030349013707637834
360810508001,1390,5,4,0.003597122309352518
360810508002,456,3,1,0.006578947390350877
360810510001,1063,1,1,0.0009407337817497648
360810510002,892,9,5,0.010089686109865471
360810511001,1029,1,1,0.0009718173080660835
360810511002,1039,8,7,0.007699711270452359
360810512001,1318,9,5,0.006828528080424887
360810512002,999,5,4,0.005005005015015015
360810512003,533,6,4,0.011257035666041276
360810513001,1094,2,2,0.0018281535740402193
360810515001,474,9,5,0.018987341793248947
360810515002,1460,7,5,0.00479452055479452
360810515003,823,4,4,0.004860267326852977
360810516001,730,2,2,0.00273972604109589
360810517001,923,24,12,0.026002166858071506
360810517002,1036,7,2,0.006756756766409266
360810518001,889,1,1,0.001124859403824522
360810520001,1695,7,5,0.004129793516224189
360810521001,1136,9,6,0.007922535220070423
360810521002,822,15,9,0.018248175194647203
360810524001,735,1,1,0.001360544231292517
360810524002,781,3,3,0.0038412292061459664
360810525001,1060,1,1,0.0009433962358490565
360810525002,804,8,4,0.009950248768656718
360810526001,1246,3,3,0.002407704662921348
360810526002,752,3,2,0.003989361715425532
360810528001,1405,15,7,0.010676156590747332
360810530001,1002,3,2,0.002994011986027944
360810530002,1387,5,4,0.0036049026748377795
360810531001,1628,14,8,0.008599508605651106
360810531002,703,5,4,0.007112375547652916
360810531003,612,23,13,0.0375816993627451
360810532001,1111,4,4,0.0036003600450045005
360810532002,883,13,7,0.014722536817667045
360810534011,862,5,5,0.005800464048723898
360810535001,1405,32,14,0.02277580071886121
360810538001,750,1,1,0.0013333333466666666
360810538002,946,7,4,0.007399577177589852
360810539001,906,27,11,0.029801324514348786
360810539002,1396,5,4,0.003581661898280802
360810539003,2111,14,6,0.006631928000947419
360810540001,1970,7,5,0.003553299497461929
360810540002,936,19,6,0.02029914530982906
360810540003,1629,14,10,0.008594229594843463
360810542002,1650,1,1,0.0006060606121212121
360810542003,1364,21,10,0.015395894435483871
360810542004,1335,9,5,0.006741573041198503
360810545001,1332,2,2,0.001501501509009009
360810545002,1471,3,2,0.002039428966689327
360810545003,1323,8,6,0.006046863197278912
360810547001,1459,9,8,0.006168608642906101
360810547002,1452,12,5,0.008264462816804409
360810547003,1998,6,3,0.003003003008008008
360810548001,1290,6,4,0.004651162798449612
360810549001,1611,3,3,0.0018621973991309745
360810549002,940,11,5,0.011702127670212767
360810549003,2243,8,1,0.0035666518100757917
360810549004,1013,27,10,0.02665350445212241
360810551001,851,20,9,0.023501762643948296
360810551002,1133,24,9,0.021182700803177405
360810551003,1464,5,3,0.0034153005532786885
360810551004,1297,3,2,0.0023130300771010024
360810552001,2081,10,9,0.004805382032676598
360810552002,869,26,13,0.029919447652474108
360810553001,1088,28,13,0.025735294126838237
360810553002,1466,24,10,0.016371077769440655
360810554001,1281,2,2,0.0015612802576112411
360810554002,1021,10,6,0.009794319304603331
360810555001,887,8,6,0.009019165738444196
360810555002,1346,18,7,0.01337295691679049
360810557001,1337,10,6,0.0074794315706806285
360810557002,899,20,10,0.0222469410567297
360810557003,1216,19,6,0.015625000008223686
360810558001,517,2,2,0.0038684719729206963
360810558002,1108,1,1,0.0009025270848375451
360810559001,1365,26,10,0.019047619054945057
360810560001,770,3,3,0.003896103909090909
360810560002,896,4,3,0.004464285725446429
360810561001,103,1,1,0.009708737961165047
360810564001,1432,17,7,0.011871508386871508
360810565001,1527,5,4,0.003274394243614931
360810566001,760,13,8,0.017105263171052633
360810566002,745,15,8,0.020134228201342284
360810567001,606,4,2,0.006600660082508251
360810567003,1142,2,1,0.0017513134938704027
360810567004,1422,7,4,0.004922644170182841
360810568001,2118,16,8,0.007554296510859301
360810568003,806,16,8,0.019851116637717124
360810568004,501,39,16,0.07784431139720559
360810577001,808,18,11,0.022277227735148515
360810577002,1501,22,10,0.01465689540972685
360810577003,1692,2,2,0.0011820331028368793
360810579002,730,2,2,0.00273972604109589
360810580001,1125,2,1,0.0017777777866666666
360810580002,838,4,3,0.0047732697016706445
360810581001,1068,2,2,0.0018726591853932583
360810581002,1797,18,9,0.010016694496382861
360810582001,1638,7,5,0.004273504279609279
360810582002,2491,4,4,0.0016057808149337615
360810582003,1139,10,7,0.008779631264266901
360810583001,1473,23,11,0.015614392403258657
360810583002,1288,14,9,0.010869565225155281
360810583003,811,14,7,0.01726263872996301
360810585001,1200,14,8,0.011666666675000001
360810585002,1415,2,2,0.0014134275689045937
360810585003,2070,18,6,0.008695652178743962
360810587001,1227,11,5,0.008964955183374083
360810587002,818,6,5,0.007334963337408313
360810587003,1422,10,7,0.0070323488115330525
360810589001,1651,5,4,0.0030284676014536646
360810589002,1526,9,5,0.005897771959370905
360810589003,1410,4,2,0.002836879439716312
360810591001,841,4,4,0.004756242580261593
360810591002,1362,2,1,0.0014684287885462556
360810591003,1692,2,1,0.0011820331028368793
360810591004,1247,1,1,0.0008019246271050521
360810592001,1193,4,2,0.003352891877619447
360810593001,1367,5,5,0.0036576444842721287
360810593002,2906,17,10,0.005849965591878872
360810594001,973,3,3,0.0030832476978417266
360810595001,931,3,3,0.0032223415789473684
360810595002,1139,14,10,0.01229148376646181
360810595003,1006,7,3,0.006958250506958251
360810595004,1719,6,3,0.0034904014019778943
360810596001,740,5,2,0.00675675677027027
360810596002,605,3,3,0.0049586777024793385
360810598001,528,3,2,0.005681818200757575
360810598002,1141,5,2,0.0043821209553023665
360810599001,694,2,1,0.00288184439481268
360810599002,565,6,4,0.010619469044247787
360810600001,1122,13,3,0.011586452771836007
360810601001,1249,13,8,0.01040832666933547
360810601002,723,5,5,0.006915629336099585
360810603001,1941,32,13,0.016486347248840804
360810606001,547,15,7,0.02742230349177331
360810608001,1591,9,5,0.0056568196165933384
360810610001,1354,2,2,0.00147710488183161
360810612001,901,1,1,0.0011098779245283018
360810613011,1407,23,12,0.01634683724946695
360810613012,1452,24,11,0.016528925626721765
360810613013,1442,11,6,0.007628294042995839
360810613014,1659,10,2,0.0060277275527426165
360810613021,14,2,2,0.14285714357142856
360810614001,1324,2,2,0.0015105740256797582
360810616022,509,10,7,0.019646365442043224
360810618001,757,2,1,0.0026420079392338175
360810618002,1119,10,7,0.008936550500446828
360810619001,1432,1,1,0.0006983240293296089
360810619002,1158,34,16,0.029360967193436963
360810620001,1521,4,1,0.0026298487902695596
360810621001,875,18,11,0.020571428582857144
360810621002,723,12,6,0.016597510387275242
360810621003,969,1,1,0.0010319917543859648
360810622001,886,4,4,0.00451467269751693
360810622002,856,3,2,0.0035046729088785045
360810623001,1152,10,6,0.008680555564236112
360810625001,1284,2,2,0.001557632406542056
360810625002,1426,18,9,0.012622720904628331
360810626001,932,9,7,0.009656652371244636
360810626002,1334,2,2,0.0014992503823088455
360810626003,647,4,2,0.006182380231839258
360810627001,1370,2,2,0.0014598540218978102
360810627002,1622,14,13,0.008631319364981505
360810629001,1153,9,7,0.007805724206418041
360810629002,1198,14,8,0.011686143580968282
360810629003,581,13,10,0.022375215163511188
360810630001,1049,12,7,0.011439466167778838
360810632002,1867,53,18,0.028387787900374932
360810633011,1483,14,8,0.009440323674983143
360810633021,642,3,1,0.004672897211838006
360810633022,868,5,3,0.005760368675115207
360810635001,1041,1,1,0.0009606148030739673
360810635002,1660,6,3,0.0036144578373493975
360810637001,1051,15,8,0.014272121798287346
360810637002,1286,14,8,0.01088646968118196
360810637003,856,32,15,0.0373831775817757
360810638001,1489,6,5,0.0040295500402955
360810638002,393,10,3,0.025445292646310434
360810638005,650,7,3,0.010769230784615384
360810639001,2060,5,5,0.0024271844708737863
360810639002,642,17,8,0.026479750794392524
360810641011,2120,4,3,0.0018867924575471698
360810641021,172,6,2,0.03488372098837209
360810645001,685,19,9,0.027737226291970805
360810645002,1262,30,12,0.023771790816164817
360810646001,1961,1,1,0.0005099439112697603
360810646002,1301,1,1,0.0007686395157571099
360810650002,1377,2,2,0.0014524328322440088
360810654001,1148,23,11,0.020034843214285714
360810654002,1153,6,3,0.005203816140503035
360810654003,860,10,10,0.011627906988372095
360810655011,0,1,1,1e-08
360810656001,1026,18,11,0.017543859658869395
360810656002,1276,2,2,0.0015673981269592476
360810656003,3274,4,3,0.0012217471014050092
360810657021,1716,13,8,0.007575757581585082
360810657031,1167,24,9,0.020565552707797773
360810657032,815,11,8,0.013496932527607364
360810659002,1011,5,4,0.004945598427299703
360810660002,2285,2,2,0.0008752735273522976
360810663001,561,3,3,0.005347593600713013
360810663002,1293,10,4,0.0077339520572312455
360810663003,612,1,1,0.0016339869444444443
360810664001,294,11,9,0.03741496602040817
360810664002,1473,3,3,0.0020366598845892735
360810664003,755,3,2,0.003973509947019867
360810664004,784,1,1,0.0012755102168367346
360810664006,1468,1,1,0.000681198916893733
360810665011,879,3,3,0.0034129692946530147
360810665012,1014,2,2,0.001972386597633136
360810665013,1230,2,1,0.0016260162682926829
360810665014,480,5,2,0.0104166666875
